task_id,solution,base_status,plus_status,base_fail_tests,plus_fail_tests,gt_solution,question_prompt,entry_point
Mbpp/622,"def get_median(list1, list2):
    # Merge the two lists into one sorted list
    merged_list = sorted(list1 + list2)
    
    # If the length of the merged list is odd, the median is the middle element
    if len(merged_list) % 2 == 1:
        return merged_list[len(merged_list) // 2]
    
    # If the length of the merged list is even, the median is the average of the two middle elements
    else:
        return (merged_list[len(merged_list) // 2 - 1] + merged_list[len(merged_list) // 2]) / 2",fail,fail,"[[[1, 12, 15, 26, 38], [2, 13, 17, 30, 45], 5]]","[[[1, 4, 7, 10, 13, 16, 19, 22, 25, 28], [2, 5, 8, 11, 14, 17, 20, 23, 26, 29], 10]]","
def get_median(arr1, arr2, n):
  i = 0
  j = 0
  m1 = -1
  m2 = -1
  count = 0
  while count < n + 1:
    count += 1
    if i == n:
      m1 = m2
      m2 = arr2[0]
      break
    elif j == n:
      m1 = m2
      m2 = arr1[0]
      break
    if arr1[i] <= arr2[j]:
      m1 = m2
      m2 = arr1[i]
      i += 1
    else:
      m1 = m2
      m2 = arr2[j]
      j += 1
  return (m1 + m2)/2
","""""""
Write a function to find the median of two sorted lists of same size.
assert get_median([1, 12, 15, 26, 38], [2, 13, 17, 30, 45], 5) == 16.0
""""""
",get_median
Mbpp/590,"import math
def polar_rect(r, theta):
    """"""
    Converts polar coordinates (r, theta) to rectangular (x, y) coordinates.

    Args:
        r (float): The radius.
        theta (float): The angle in radians.

    Returns:
        Tuple of floats (x, y):
            x: The rectangular coordinate.
            y: The imaginary part if theta is not an integer multiple of pi.
    """"""
    # Calculate the rectangular coordinates
    x = r * math.cos(theta)
    y = r * math.sin(theta)

    # Handle the case where theta is not an integer multiple of pi
    if theta % (math.pi * 2) != 0:
        y = 1j * y

    return (x, y)",fail,fail,"[[3, 4]]","[[0, 0]]","
import cmath
def polar_rect(x,y):
    cn = cmath.polar(complex(x, y))
    cn1 = cmath.rect(2, cmath.pi)
    return (cn, cn1)
","""""""
Write a function to convert polar coordinates to rectangular coordinates.
assert polar_rect(3,4)==((5.0, 0.9272952180016122), (-2+2.4492935982947064e-16j))
""""""
",polar_rect
Mbpp/596,"import sys
def tuple_size(tup):
    """"""
    Calculate the size in bytes of a given tuple.
    
    :param tup: Tuple to measure the size of.
    :return: Size in bytes of the tuple.
    """"""
    # Initialize the size to 0
    size = 0
    
    # Iterate over each element in the tuple
    for elem in tup:
        # Add the size of each element to the total size
        size += sys.getsizeof(elem)
    
    return size",fail,fail,"[[['A', 1, 'B', 2, 'C', 3]]]","[[[[1, 'Raju'], [2, 'Nikhil'], [3, 'Deepanshu']]]]","
import sys 
def tuple_size(tuple_list):
  return sys.getsizeof(tuple_list)
","""""""
Write a function to find the size in bytes of the given tuple.
assert tuple_size((""A"", 1, ""B"", 2, ""C"", 3) ) == sys.getsizeof((""A"", 1, ""B"", 2, ""C"", 3))
""""""
",tuple_size
Mbpp/589,"def perfect_squares(start, end):
    """"""Return a list of perfect squares between start and end inclusive.""""""
    result = []
    for i in range(start, end + 1):
        square = i ** 2
        result.append(square)
    return result",fail,fail,"[[1, 30]]","[[-10, -1]]","
import math
def perfect_squares(a, b):
    if a > b:
        a, b = b, a
    if b < 0:
        return []
    if a < 0:
        a = 0
    return list(filter(lambda x: math.sqrt(x).is_integer(), range(a, b+1)))
","""""""
Write a function to find perfect squares between two given numbers.
assert perfect_squares(1,30)==[1, 4, 9, 16, 25]
""""""
",perfect_squares
Mbpp/610,"def remove_kth_element(lst, k):
    if len(lst) < k:
        raise IndexError(""List has fewer than k elements"")
    return lst[:k] + lst[k+1:]",fail,fail,"[[[1, 1, 2, 3, 4, 4, 5, 1], 3]]","[[[1, 2, 3, 4, 5], 1]]","
def remove_kth_element(list1, k):
    return list1[:k-1] + list1[k:]
","""""""
Write a python function which takes a list and returns a list with the same elements, but the k'th element removed.
assert remove_kth_element([1,1,2,3,4,4,5,1],3)==[1, 1, 3, 4, 4, 5, 1]
""""""
",remove_kth_element
Mbpp/611,"def max_of_nth(matrix, n):
    """"""
    Given a matrix represented as a list of lists, returns the max element of the nth column.
    
    Args:
    matrix (list): A list of lists representing the matrix.
    n (int): The index of the column to find the maximum value.

    Returns:
    int: The maximum value in the nth column.
    """"""
    # Ensure the input is valid
    if not all(isinstance(row, list) for row in matrix):
        raise ValueError(""Matrix must be a list of lists."")
    
    # Ensure the column index is valid
    if not isinstance(n, int) or n < 0 or n >= len(matrix):
        raise ValueError(""Column index must be a non-negative integer less than the number of columns."")
    
    # Extract the nth column
    column = [row[n] for row in matrix]
    
    # Return the maximum value in the column
    return max(column)",pass,fail,[],"[[[[-5, -2, -10], [-8, -3, -7]], 2]]","
def max_of_nth(test_list, N):
  return max([sub[N] for sub in test_list])
","""""""
Write a function which given a matrix represented as a list of lists returns the max of the n'th column.
assert max_of_nth([[5, 6, 7], [1, 3, 5], [8, 9, 19]], 2) == 19
""""""
",max_of_nth
Mbpp/624,"def to_uppercase(string):
    """"""
    Converts a given string to uppercase.
    
    :param string: The input string to convert.
    :return: The string converted to uppercase.
    """"""
    return string.upper()

# Test case
assert to_uppercase(""person"") == ""PERSON""",fail,fail,[],[],"
def is_upper(string):
  return string.upper()
","""""""
Write a python function to convert a given string to uppercase.
assert is_upper(""person"") ==""PERSON""
""""""
",is_upper
Mbpp/605,"def is_prime(num):
    """"""Check if the given integer is a prime number.""""""
    if num <= 1:
        return False
    elif num <= 3:
        return True
    elif num % 2 == 0 or num % 3 == 0:
        return False
    i = 5
    while i * i <= num:
        if num % i == 0 or num % (i + 2) == 0:
            return False
        i += 6
    return True

# Test the function
assert is_prime(13) == True",fail,fail,[],[],"
import math
def prime_num(num):
  if num <= 1:
    return False
  for i in range(2, int(math.sqrt(num)) + 1):
    if num % i == 0:
      return False
  return True
","""""""
Write a function to check if the given integer is a prime number.
assert prime_num(13)==True
""""""
",prime_num
Mbpp/607,"import re
def find_literals(text, pattern):
    # Use the re module to search for the regex pattern
    match = re.search(pattern, text)
    
    # If no match is found, return None for all parameters
    if not match:
        return None, None, None
    
    # Extract the matching substring
    match_substring = match.group()
    
    # Get the start and end indices of the match
    start_index = match.start()
    end_index = match.end()
    
    return match_substring, start_index, end_index",pass,fail,[],"[['', 'rfvPtELLC']]","
import re
def find_literals(text, pattern):
  match = re.search(pattern, text)
  if match is None:
    return None
  s = match.start()
  e = match.end()
  return (match.re.pattern, s, e)
","""""""
Write a function to search a string for a regex pattern. The function should return the matching subtring, a start index and an end index.
assert find_literals('The quick brown fox jumps over the lazy dog.', 'fox') == ('fox', 16, 19)
""""""
",find_literals
Mbpp/620,"def largest_subset(nums):
    """"""
    Finds the size of the largest subset of a list of numbers
    such that every pair is divisible.
    """"""
    # Create a dictionary to store the divisibility information
    # between each pair of numbers
    divisibility = {}
    
    # Populate the dictionary with divisibility information
    for i in range(len(nums)):
        for j in range(i + 1, len(nums)):
            if nums[i] % nums[j] == 0:
                divisibility[nums[i] * 2] = [nums[j]]
            else:
                # If the pair is not divisible, remove all previous entries
                # that include the current number or its multiples
                if nums[j] in divisibility:
                    del divisibility[nums[j] * 2]
    
    # Initialize the result with the size of the entire list
    result_size = len(nums)
    
    # Iterate through the dictionary to find the largest valid subset
    max_subset_size = 0
    for key, value in divisibility.items():
        if len(value) > max_subset_size:
            max_subset_size = len(value)
    
    return max_subset_size",fail,fail,"[[[1, 3, 6, 13, 17, 18]]]","[[[34, 55, 89, 144, 233, 377, 610, 987, 1597, 2584]]]","
def largest_subset(a):
	n = len(a)
	dp = [0 for _ in range(n)]
	dp[n - 1] = 1; 
	for i in range(n - 2, -1, -1):
		mxm = 0
		for j in range(i + 1, n):
			if a[j] % a[i] == 0 or a[i] % a[j] == 0:
				mxm = max(mxm, dp[j])
		dp[i] = 1 + mxm
	return max(dp)
","""""""
Write a function to find the size of the largest subset of a list of numbers so that every pair is divisible.
assert largest_subset([ 1, 3, 6, 13, 17, 18 ]) == 4
""""""
",largest_subset
Mbpp/619,"def move_num(input_string):
    # Split the string into words and numbers
    words_and_numbers = input_string.split()
    
    # Initialize an empty list to store the words
    words = []
    
    # Iterate through the split elements
    for element in words_and_numbers:
        # If the element is a number, append it to a new list
        if isinstance(element, int) or isinstance(element, float):
            numbers.append(element)
        else:
            words.append(element)
    
    # Join the words back into a string
    output_string = ' '.join(words)
    
    # Append the numbers to the end of the output string
    output_string += ' ' + ' '.join(numbers)
    
    return output_string",fail,fail,[['I1love143you55three3000thousand']],"[['Hello! My age is 28. I was born on the 1st of January, 1992.']]","
def move_num(test_str):
  num_str = ''.join(i for i in test_str if i.isdigit())
  else_str = ''.join(i for i in test_str if not i.isdigit())
  return else_str + num_str
","""""""
Write a function to move all the numbers to the end of the given string.
assert move_num('I1love143you55three3000thousand') == 'Iloveyouthreethousand1143553000'
""""""
",move_num
Mbpp/612,"def merge(sublists):
    result = [[''] * 2 for _ in range(len(sublists))]
    for i, sublist in enumerate(sublists):
        result[i][0] = sublist[0]
        result[i][1] = sublist[1]
    return result",fail,fail,"[[[['x', 'y'], ['a', 'b'], ['m', 'n']]]]","[[[['x', 1], ['y', 2], [True, 'z']]]]","
def merge(lst):  
    return [list(ele) for ele in list(zip(*lst))] 
","""""""
Write a python function which takes a list of lists, where each sublist has two elements, and returns a list of two lists where the first list has the first element of each sublist and the second one has the second.
assert merge([['x', 'y'], ['a', 'b'], ['m', 'n']]) == [['x', 'a', 'm'], ['y', 'b', 'n']]
""""""
",merge
Mbpp/603,"def get_lucid_numbers(n):
    """"""
    Returns a list of all lucid (prime) numbers less than or equal to a given integer n.
    """"""
    def is_lucid(num):
        """"""Helper function to check if a number is lucid (prime).""""""
        if num < 2:
            return False
        for i in range(2, int(num ** 0.5) + 1):
            if num % i == 0:
                return False
        return True

    lucid_numbers = [i for i in range(2, n + 1) if is_lucid(i)]
    return lucid_numbers

# Test the function
assert get_lucid_numbers(10) == [1, 2, 3, 5, 7]",fail,fail,[],[],"
def get_ludic(n):
	ludics = []
	for i in range(1, n + 1):
		ludics.append(i)
	index = 1
	while(index != len(ludics)):
		first_ludic = ludics[index]
		remove_index = index + first_ludic
		while(remove_index < len(ludics)):
			ludics.remove(ludics[remove_index])
			remove_index = remove_index + first_ludic - 1
		index += 1
	return ludics
","""""""
Write a function to get all lucid numbers smaller than or equal to a given integer.
assert get_ludic(10) == [1, 2, 3, 5, 7]
""""""
",get_ludic
Mbpp/629,"def find_even_numbers(numbers):
    """"""
    Returns a list containing only the even numbers from the input list.
    """"""
    even_numbers = [num for num in numbers if num % 2 == 0]
    return even_numbers

# Test the function
assert find_even_numbers([1, 2, 3, 4, 5]) == [2, 4]",fail,fail,[],[],"
def Split(l): 
    return [num for num in l if num % 2 == 0]
","""""""
Write a python function to find even numbers from a list of numbers.
assert Split([1,2,3,4,5]) == [2,4]
""""""
",Split
Mbpp/615,"def average_tuple(tuples):
    averages = []
    for inner_tuple in tuples:
        average = sum(inner_tuple) / len(inner_tuple)
        averages.append(average)
    return averages",fail,fail,"[[[[10, 10, 10, 12], [30, 45, 56, 45], [81, 80, 39, 32], [1, 2, 3, 4]]]]","[[[[7, 8, 9], [-2, -4, -6], [0, 20, 30]]]]","
def average_tuple(nums):
    result = [sum(x) / len(x) for x in zip(*nums)]
    return result
","""""""
Write a function which takes a tuple of tuples and returns the average value for each tuple as a list.
assert average_tuple(((10, 10, 10, 12), (30, 45, 56, 45), (81, 80, 39, 32), (1, 2, 3, 4)))==[30.5, 34.25, 27.0, 23.25]
""""""
",average_tuple
